_chiffre	freqfilm	freqlivre
21 33	0.05	0.00
21 5	0.11	0.00
21 67	0.05	0.00
21 7	0.05	0.00
21	20.21	12.09
21,000,000	0.11	0.00
21,7	0.05	0.00
21,9	0.05	0.00
21/27	0.00	0.07
21/8/98	0.05	0.00
21/87	0.05	0.00
21°	0.05	0.00
210 000	0.21	0.00
210	0.59	0.88
2100	0.11	0.07
2103	0.00	0.07
21087591	0.11	0.00
211	0.27	0.07
2112	0.05	0.00
21168	0.05	0.00
212-000-0000	0.05	0.00
212-737-3858	0.05	0.00
212	0.27	0.07
2127	0.11	0.00
212e	0.00	0.07
213	0.11	0.07
2130	0.05	0.00
2135	0.05	0.00
214	0.16	0.07
215	0.64	0.07
2150	0.05	0.00
21500	0.11	0.00
2155	0.05	0.00
216	1.22	0.07
216.000	0.05	0.00
217	0.43	0.07
21703	0.00	0.07
21703,15	0.00	0.07
2171	0.05	0.00
2173	0.05	0.00
218 616	0.00	0.07
218	0.32	0.00
218e	0.05	0.00
219	0.05	0.14
2190000	0.00	0.14
21911	0.11	0.00
21981587	0.11	0.00
2199	0.05	0.00
21é	0.16	0.00
21e	0.96	0.07
21èm	0.11	0.00
21ème	1.44	0.00
21h	1.38	0.00
22'	0.00	0.07
22 000	0.21	0.00
22 246	0.05	0.00
22	21.54	14.26
22,000,000	0.21	0.00
22,17	0.05	0.00
22,25,26..	0.05	0.00
22,46	0.11	0.00
22..18	0.00	0.14
22.000	0.16	0.00
22.7	0.05	0.00
22°	0.05	0.00
220 000	0.05	0.00
220	1.49	1.15
2200	0.21	0.07
22000	0.00	0.14
2205	0.05	0.00
2208	0.05	0.00
221 000	0.05	0.00
221	0.37	0.07
2212	0.05	0.00
221e	0.05	0.00
222	0.32	0.00
2222	0.11	0.00
223	0.48	0.07
22315	0.05	0.00
2234	0.05	0.00
2238b	0.05	0.00
224-176	0.16	0.00
224	0.11	0.20
2244	0.05	0.00
2247	0.05	0.00
225	0.59	0.81
2250	0.16	0.00
2251	0.05	0.00
2253	0.05	0.00
2258	0.05	0.00
2259	0.21	0.00
226	0.53	0.07
2260	1.44	0.00
2269	0.11	0.00
227 500	0.05	0.00
227	0.05	0.00
2274	0.16	0.00
228	0.11	0.00
229	0.16	0.00
229,66	0.05	0.00
229e	0.11	0.00
22a	0.11	0.00
22é	0.05	0.00
22e	0.48	0.07
22ème	0.32	0.00
22h	1.91	0.00
22h01	0.05	0.00
22h25	0.05	0.00
23-2 1	0.05	0.00
23-25	0.00	0.07
23-36	0.05	0.00
23-8-1902	0.00	0.07
23 000	0.16	0.14
23 7- b	0.05	0.00
23	18.83	12.64
23%s	0.05	0.00
23,000	0.05	0.00
23,000,000	0.05	0.00
23,50	0.05	0.00
23,7	0.05	0.00
23,9	0.05	0.00
23.5	0.05	0.00
23°	0.05	0.00
230	0.27	0.00
2300	0.32	0.27
2300$	0.05	0.00
23000	0.05	0.14
230000	0.05	0.07
2306	0.11	0.00
231	0.05	0.07
232	0.16	0.00
233-3000	0.05	0.00
233	0.37	0.34
234	0.05	0.07
234.65	0.00	0.07
2340	0.16	0.00
234800	0.05	0.00
235	0.43	0.07
2350	0.16	0.00
236	0.21	0.07
236.7°	0.05	0.00
2368	0.05	0.00
237-b	0.05	0.00
237	0.59	0.00
2373	0.05	0.00
2375,2	0.00	0.07
238	0.53	0.00
238.20.98	0.05	0.00
239	0.05	0.07
23d	0.00	0.07
23é	0.05	0.00
23e	0.32	0.00
23ème	1.22	0.00
23h	1.65	0.00
23h1 5	0.05	0.00
23h30	0.05	0.00
24'	0.00	0.07
24-25	0.00	0.07
24-26	0.05	0.07
24 000	0.16	0.00
24 1	0.05	0.00
24 562	0.05	0.00
24	36.06	13.65
24$	0.05	0.00
24%	0.05	0.00
24,95	0.05	0.00
24...26...28..	0.05	0.00
24/24	0.11	0.00
24/24h	0.05	0.00
24°	0.05	0.00
240 000	0.05	0.00
240	0.96	0.07
2400	0.21	0.20
24000	0.00	0.07
240000	0.05	0.00
2401	0.11	0.00
2404	0.05	0.00
241	0.21	0.07
2410,2	0.00	0.07
2415	0.05	0.00
242	0.21	0.00
2424	0.05	0.00
243	0.43	0.00
244	0.05	0.00
245	0.16	0.00
2450	0.05	0.00
2455	0.05	0.00
2459	0.05	0.00
246	0.11	0.07
246,85	0.00	0.07
247 000	0.05	0.00
247	0.11	0.07
2476	0.05	0.00
248	0.11	0.07
2486	0.05	0.00
249	0.16	0.00
24e	0.11	0.27
24ème	0.32	0.00
24h	1.91	0.00
25'	0.05	0.00
25-12	0.05	0.00
25-28	0.00	0.07
25-30	0.11	0.07
25-8-58	0.00	0.07
25-99	0.05	0.00
25 0	0.11	0.00
25 000	3.09	0.20
25 086	0.00	0.07
25	35.69	15.20
25,000	0.05	0.00
25,000,000	0.05	0.00
25,50	0.05	0.00
25.000	0.48	0.00
25°	0.11	0.00
250 00	0.05	0.00
250 000	2.66	0.07
250	5.11	0.95
250,000	0.16	0.00
250..	0.05	0.00
250.000	0.27	0.00
2500	0.85	0.34
25000	1.22	0.27
250000	0.37	0.20
250e	0.00	0.07
251	0.05	0.14
251ème	0.05	0.00
253	0.11	0.07
254	0.05	0.00
255	0.16	0.14
256	0.11	0.00
2560	0.05	0.00
2562	0.05	0.00
2571	0.05	0.00
2579697	0.00	0.07
258	0.05	0.00
259	0.11	0.00
259.10.3	0.05	0.00
25e	0.43	0.07
25ème	1.33	0.00
25j	0.05	0.00
25k	0.05	0.00
26'5"	0.05	0.00
26-29	0.00	0.07
26-3-82	0.00	0.07
26-7	0.05	0.00
26 000	0.32	0.00
26 19	0.05	0.00
26 459	0.05	0.00
26	9.84	9.53
26,50	0.05	0.00
26..	0.05	0.00
26.000	0.05	0.00
26.06.56	0.05	0.00
26.12.1966	0.05	0.00
26.2.43	0.05	0.00
26/8/58. j..o	0.00	0.07
26°	0.05	0.00
260 000	0.11	0.00
260	0.43	0.00
260°	0.05	0.00
2600	0.05	0.00
261	0.16	0.00
26168	0.16	0.00
2618	0.05	0.00
262	0.05	0.00
2629,2	0.00	0.07
263	0.11	0.00
26316	0.21	0.00
26354	0.16	0.00
264	0.16	0.07
2640	0.11	0.00
265	0.11	0.00
265.573	0.05	0.00
2652	0.05	0.00
266	0.05	0.07
2675	0.21	0.00
26800	0.05	0.00
268379-e	0.05	0.00
26892	0.05	0.00
269.000	0.05	0.00
2691	0.05	0.00
26e	0.00	0.07
26ème	0.21	0.00
27-15	0.05	0.00
27-28	0.00	0.07
27-32	0.00	0.07
27 000	0.11	0.07
27 1 6057	0.11	0.00
27 4	0.11	0.00
27 800	0.05	0.00
27	9.20	11.82
27,5	0.05	0.00
27..	0.05	0.00
27.000	0.05	0.00
27/2/75	0.05	0.00
27°	0.21	0.00
270 000	0.00	0.07
270	1.17	0.14
2700	0.11	0.00
27000	0.11	0.00
2700000	0.00	0.07
2702	0.00	0.07
2707	0.00	0.07
271 49	0.05	0.00
271	0.05	0.00
2710	0.05	0.00
272	0.05	0.00
2720	0.05	0.00
273	0.11	0.07
274	0.05	0.00
274001	0.05	0.00
275 000	0.05	0.00
275	0.43	0.00
2758	0.16	0.00
276 000	0.05	0.00
277	0.05	0.07
2779	0.05	0.00
278 78 78	0.00	0.07
2780	0.05	0.00
2783	0.00	0.07
279	0.11	0.00
27à	0.05	0.00
27é	0.05	0.00
27e	0.32	0.27
27ème	0.32	0.00
28-29	0.00	0.07
28 000	0.05	0.00
28 200	0.05	0.00
28 800	0.05	0.00
28	10.69	12.09
28%	0.05	0.00
28,7	0.05	0.00
28...27...26..	0.05	0.00
28.1	0.05	0.00
28/	0.05	0.00
28/11/96	0.05	0.00
28°	0.05	0.00
280 000	0.11	0.00
280	0.80	0.34
280.000	0.05	0.00
2800	0.00	0.20
28000	0.11	0.00
2801	0.11	0.00
281	0.05	0.07
2811	0.05	0.00
282 000	0.16	0.00
283	0.00	0.07
2835	0.05	0.00
28371	0.05	0.00
284 000	0.11	0.00
284 600	0.21	0.00
284°	0.05	0.00
2841	0.05	0.00
285 000	0.05	0.00
285 1	0.05	0.00
285	0.21	0.07
285°	0.05	0.00
2851	0.05	0.00
286	0.05	0.00
2862,6	0.00	0.07
287	0.00	0.07
288	0.00	0.27
289	0.16	0.00
2890	0.05	0.00
28é	0.05	0.00
28e	0.11	0.07
28ème	0.90	0.00
29-1	0.05	0.00
29 000	0.16	0.00
29 450	0.05	0.00
29 700	0.05	0.00
29 8 79	0.05	0.00
29	6.97	8.51
29,95	0.05	0.00
29,99	0.05	0.00
29..	0.05	0.00
29.212	0.05	0.00
29.95	0.05	0.00
290	0.37	0.20
2900	0.05	0.00
290000	0.05	0.00
2906	0.05	0.00
291	0.00	0.14
2911	0.05	0.00
2920	0.05	0.00
293	0.11	0.00
294 000	0.05	0.00
294	0.16	0.00
2940	0.05	0.00
295	0.21	0.00
296 100	0.05	0.00
296	0.05	0.00
297	0.16	0.00
298	0.11	0.00
299	0.05	0.00
2999	0.05	0.00
29é	0.05	0.00
29e	0.11	0.20
29ème	0.11	0.00
2à	0.05	0.00
2a	0.21	0.07
2ans	0.05	0.00
2b	0.21	0.14
2c	0.11	0.00
2cv	0.05	0.07
2d	1.01	0.00
2e	13.35	2.64
2eme	0.21	0.07
2ème	20.74	0.00
2emes	0.05	0.00
2èmes	0.05	0.00
2es	0.11	0.00
2femmes	0.05	0.00
2g	0.00	0.07
2h	3.19	0.00
2h00	0.32	0.00
2h10	0.05	0.00
2h20	0.11	0.00
2h30	1.12	0.00
2h45	0.05	0.00
2h47	0.05	0.00
2j5ème	0.05	0.00
2jours	0.05	0.00
2juin	0.05	0.00
2jz	0.05	0.00
2kg	0.16	0.00
2km	0.16	0.00
2l3	0.05	0.00
2m	0.32	0.00
2m³	0.05	0.00
2m50	0.16	0.00
2mn	0.37	0.00
2n	0.43	0.00
2nd	0.96	0.00
2o	0.21	0.00
2o32	0.05	0.00
2p	0.05	0.00
2r2	0.05	0.00
2r7	0.05	0.00
2s	0.05	0.00
2vad2	0.05	0.00
2xd341	0.05	0.00
3'	0.11	0.00
3- 14	0.05	0.00
3- 60	0.05	0.00
3-	0.05	0.00
3-0-0-1	0.11	0.00
3-0-2	0.05	0.00
3-0-5	0.05	0.00
3-0	0.16	0.00
3-1-0	0.11	0.00
3-1-5	0.37	0.00
3-1-6-5-9-3-6	0.05	0.00
3-1-7	0.21	0.00
3-1 4	0.27	0.00
3-1	0.05	0.00
3-15	0.11	0.00
3-2-1	0.05	0.00
3-2-6- 	0.05	0.00
3-2-7	0.05	0.00
3-2	0.16	0.00
3-20-58	0.05	0.00
3-21	0.05	0.00
3-3-0	0.05	0.00
3-3	0.16	0.00
3-37	0.05	0.00
3-4	0.16	0.07
3-5-0	0.05	0.00
3-5-2	0.05	0.00
3-5-8	0.05	0.00
3-5	0.16	0.00
3-6-9	0.05	0.00
3-6	0.11	0.00
3-7-0-8	0.05	0.00
3-7-10	0.05	0.00
3-7	0.05	0.00
3-73-99	0.05	0.00
3-8-5	0.05	0.00
3-b	0.05	0.00
3-c	0.05	0.00
3-d	0.64	0.00
³­ ³¡³µ¾	0.05	0.00
³­ º	0.05	0.00
3 0	0.05	0.00
3 000	4.04	0.47
3 003	0.05	0.00
3 031	0.00	0.07
3 1 3	0.32	0.00
3 1	0.00	0.20
3 200	0.21	0.00
3 234	0.00	0.07
3 268 121	0.05	0.00
3 271	0.05	0.00
3 3	0.00	0.07
3 332	0.00	0.07
3 4	0.05	0.00
3 500	0.27	0.14
3 600	0.05	0.00
3 628 800	0.00	0.07
3 655	0.05	0.00
3 700	0.00	0.07
3 796 466	0.05	0.00
3 800 000	0.05	0.00
3 950	0.05	0.00
3 955	0.05	0.00
³	0.16	0.00
3	180.00	28.92
3,00	0.00	0.07
3,000	0.37	0.00
3,08m	0.11	0.00
3,10	0.00	0.07
3,15	0.00	0.07
3,16	0.05	0.00
3,2	0.05	0.00
3,2,1	0.05	0.00
3,20	0.00	0.07
3,3	0.05	0.00
3,4	0.21	0.00
3,47	0.05	0.00
3,5	0.85	0.07
3,50	0.43	0.27
3,6	0.27	0.00
3,60	0.05	0.00
3,65	0.05	0.00
3,7	0.05	0.07
3,75	0.11	0.00
3,85	0.05	0.00
3,90	0.05	0.07
3,95	0.05	0.00
3,99	0.21	0.00
3.'	0.05	0.00
3.. 6.. 0	0.05	0.00
3...2	0.05	0.00
3...2..	0.05	0.00
3...2...1	0.05	0.00
3..28..23	0.00	0.07
3.0	0.05	0.00
3.000	0.69	0.00
3.14.w	0.00	0.07
3.211	0.00	0.07
3.25	0.05	0.00
3.5	0.16	0.00
3.500	0.11	0.00
3.57	0.05	0.00
3.57..	0.05	0.00
3.75	0.11	0.00
3/0	0.05	0.00
3/16	0.00	0.07
3/28	0.11	0.00
3/4	0.59	0.07
3/5	0.05	0.07
3/5e	0.05	0.00
3/6	0.05	0.00
3/6.26	0.00	0.07
3/8	0.05	0.00
³¡	0.05	0.00
³¡³µ¾	0.05	0.00
³¯ ¸¸	0.05	0.00
³¯	0.05	0.00
³» ¸» µ	0.05	0.00
³»	0.11	0.00
³»´	0.05	0.00
³× ¹	0.05	0.00
³×³	0.16	0.00
3°	0.21	0.00
3°c	0.05	0.00
30'	0.11	0.00
30-0	0.05	0.00
30-06	0.05	0.00
30-155	0.05	0.00
30-3-55	0.05	0.00
30-30	0.05	0.00
30-35	0.16	0.00
30-40	0.05	0.00
30-60	0.05	0.00
30 000	2.61	0.54
30 006	0.05	0.00
30 444	0.00	0.07
30 500	0.11	0.00
30 973	0.05	0.00
30	98.94	19.32
30"	0.05	0.00
30"?	0.05	0.00
30$	0.05	0.00
30%	0.05	0.00
30%.20	0.05	0.00
30%sur	0.05	0.00
30,000	0.96	0.00
30,2	0.05	0.00
30.000	0.96	0.00
30.54	0.00	0.07
30_64'	0.05	0.00
30°	0.48	0.00
300-600	0.05	0.00
300 000	2.29	0.20
300	22.18	2.43
300,000	0.11	0.00
300.000	0.80	0.00
300/secon	0.05	0.00
3000	6.49	1.08
3000°	0.05	0.00
3000€	0.05	0.00
30000	0.85	0.41
300000	0.32	0.34
3001	0.05	0.00
300ème	0.16	0.00
300m	0.11	0.00
301 7	0.05	0.00
301	0.32	0.61
301.446-1808	0.11	0.00
3010	0.05	0.00
3016	0.05	0.00
3017	0.05	0.00
302	0.64	0.27
302,57	0.05	0.00
302. d	0.00	0.07
302.5	0.05	0.00
3028	0.05	0.00
303	1.06	0.07
3033	0.00	0.07
303e	0.00	0.07
304	0.53	0.34
3044	0.05	0.00
305	0.16	0.27
306	0.37	0.14
307	0.05	0.14
30773	0.00	0.07
308 563	0.05	0.00
308	0.27	0.07
309	0.37	0.07
3092	0.05	0.00
30é	0.05	0.00
30e	0.11	0.00
30ème	0.64	0.00
30h	0.05	0.00
30m	0.05	0.00
31-10-81	0.05	0.00
31-20	0.05	0.00
31-7-1881	0.00	0.07
31 0	0.11	0.00
31 2	0.05	0.00
31 259	0.16	0.00
31 5	0.05	0.00
31 6	0.11	0.00
31 90	0.05	0.00
31	6.70	6.08
31,000	0.16	0.00
31,3	0.00	0.07
31,5	0.11	0.00
31,50	0.00	0.07
310	0.37	0.27
3100	0.05	0.00
31000	0.05	0.00
311	0.05	0.20
3111	0.11	0.00
3113	0.05	0.00
3118	0.05	0.00
311x	0.05	0.00
312	0.32	0.00
313	0.27	0.07
314	0.74	0.07
314s	0.05	0.00
315	0.11	0.07
316	0.16	0.00
317	0.16	0.07
318	0.32	0.00
31854	0.05	0.00
319	0.00	0.14
31c	0.05	0.00
31e	0.00	0.07
31é	0.05	0.00
31ème	0.16	0.00
31ères	0.05	0.00
32'	0.05	0.00
32-17-25	0.05	0.00
32-33	0.05	0.00
32-58-78	0.11	0.00
32-73	0.05	0.00
32 000	0.32	0.00
32 400	0.11	0.00
32 500	0.00	0.07
32	7.18	2.03
32,000	0.05	0.00
32,5	0.11	0.00
32,6	0.05	0.00
32.000	0.27	0.00
32°	0.05	0.00
320 000	0.21	0.00
320	0.90	0.27
3200	0.11	0.07
32000	0.11	0.00
320000	0.00	0.07
3209	0.05	0.00
321	0.48	0.07
3210	0.00	0.14
3212	0.00	0.07
3217	0.00	0.07
321e	0.21	0.00
322	0.32	0.07
3221-3757	0.05	0.00
323	0.21	0.07
324	0.21	0.27
325	0.21	0.07
325ème	0.11	0.00
326	0.05	0.07
326ème	0.05	0.00
327	0.21	0.07
328	0.05	0.00
329	0.21	0.00
329,7	0.05	0.00
32a	0.05	0.00
32é	0.11	0.00
32e	0.11	0.20
32ème	0.43	0.00
33'	0.05	0.00
33 000	0.21	0.00
33	5.90	2.77
33%sont	0.11	0.00
33,4	0.05	0.00
33°	0.11	0.00
330-155	0.05	0.00
330	0.59	0.07
33000	0.00	0.07
330417291599	0.05	0.00
331	0.05	0.14
3312	0.05	0.00
332	0.11	0.07
3320	0.05	0.00
333	0.21	0.27
334-	0.05	0.00
334	0.00	0.07
335	0.05	0.00
336	0.05	0.07
337	0.05	0.14
338	0.00	0.07
33840	0.00	0.07
33a	0.05	0.00
33e	0.43	0.00
33ème	0.74	0.00
34-5-27	0.05	0.00
34-r	0.05	0.00
34 223	0.05	0.00
34 30 44	0.05	0.00
34	4.63	1.89
34,000	0.05	0.00
34,5	0.05	0.00
34,50	0.05	0.00
34...36..	0.05	0.00
34.95	0.05	0.00
340 000	0.05	0.07
340	0.11	0.27
3400	0.05	0.07
341	0.05	0.07
3410	0.05	0.00
3417	0.11	0.00
342	0.11	0.07
343	1.17	0.14
3434	0.05	0.00
344	0.00	0.07
346	0.11	0.00
346e	0.05	0.00
347	0.21	0.20
34762	0.05	0.00
348-5	0.05	0.00
348-844	0.05	0.00
348	0.05	0.61
34a	0.05	0.00
34ème	0.27	0.00
35-40	0.05	0.07
35 000	0.85	0.07
35 200	0.00	0.07
35 802	0.05	0.00
35 934	0.05	0.00
35	13.09	2.30
35,000	0.11	0.00
35,2	0.05	0.00
35,6	0.05	0.00
35.000	0.27	0.00
35°	0.11	0.00
350 000	0.21	0.00
350	2.23	0.74
3500	0.59	0.00
35000	0.05	0.27
350000	0.05	0.14
350k	0.05	0.00
351	0.05	0.00
3519	0.11	0.00
35199	0.00	0.07
352	0.05	0.00
353 000	0.00	0.07
353	0.05	0.00
354	0.00	0.07
355	0.05	0.07
356	0.05	0.07
357	0.74	0.14
358	0.00	0.07
35e	0.16	0.20
35ème	0.27	0.00
36-1 5	0.05	0.00
36 000	0.11	0.00
36	7.50	3.85
36.052	0.16	0.00
36.7.s	0.00	0.07
36°	0.05	0.00
360 000	0.11	0.00
360	1.17	0.34
360°	0.11	0.00
3600	0.16	0.07
361 5-je-crève	0.05	0.00
361	0.00	0.07
3613	0.05	0.00
3615	0.16	0.00
362 880	0.00	0.07
362 9296	0.05	0.00
362	0.05	0.00
363	0.05	0.00
363ème	0.05	0.00
364	0.27	0.00
3642	0.00	0.07
365	0.43	0.20
366	0.00	0.07
3662	0.05	0.00
3669	0.00	0.07
367	0.16	0.00
368	0.11	0.20
3680	0.05	0.00
369-5347	0.05	0.00
369	0.05	0.00
369e	0.05	0.00
36e	0.27	0.00
36ème	0.11	0.00
36èmejour	0.05	0.00
36h	0.21	0.00
37-3	0.05	0.00
37-38	0.00	0.07
37 000	0.11	0.00
37 1 35	0.05	0.00
37 1	0.05	0.00
37	5.27	1.82
37.32.n	0.00	0.07
37°	0.16	0.00
370 000	0.05	0.00
370	0.05	0.00
37180	0.00	0.07
372	0.00	0.34
3720	0.05	0.00
373	0.11	0.00
37422	0.05	0.00
375	0.37	0.07
3752-4460	0.05	0.00
375ème	0.11	0.00
3774	0.05	0.00
378	0.16	0.00
379	0.05	0.14
37e	0.05	0.07
37ème	0.11	0.00
38-39	0.00	0.14
38 000	0.11	0.00
38 295	0.00	0.07
38 500	0.05	0.00
38 55	0.11	0.00
38	7.93	4.93
38,3	0.05	0.00
38,8	0.05	0.00
38,8°	0.11	0.00
38,96	0.05	0.00
38..	0.16	0.00
38..."	0.05	0.00
38°	0.05	0.00
380	0.43	0.14
380.000	0.05	0.00
3800	0.21	0.00
380000	0.05	0.00
38091	0.05	0.00
381	0.16	0.07
382	0.05	0.07
3821	0.05	0.00
383	0.00	0.14
3839	0.05	0.00
384	0.16	0.00
38467	0.00	0.07
385 000	0.00	0.07
3851	0.05	0.00
386	0.00	0.07
3860	0.05	0.00
38640	0.11	0.00
387	0.21	0.00
3871	0.00	0.07
38723	0.05	0.00
3888	0.11	0.00
38e	0.11	0.00
38eme	0.05	0.00
38ème	0.16	0.00
39-30l	0.05	0.00
39-40	0.11	0.14
39-45	0.43	0.14
39 49	0.05	0.00
39 916 800	0.00	0.07
39 999,95	0.05	0.00
39	3.09	4.53
39,2	0.00	0.07
39,43	0.05	0.00
39,5	0.00	0.07
39,60	0.21	0.00
39/5	0.00	0.07
39_14'	0.05	0.00
39_27'	0.05	0.00
39°	0.05	0.00
390	0.00	0.07
3900	0.16	0.00
3901	0.11	0.00
3903	0.11	0.00
391	0.00	0.07
39180	0.05	0.00
392 8098	0.05	0.00
392	0.05	0.00
3924	0.05	0.00
394-15	0.05	0.00
394	0.00	0.07
3940	0.05	0.00
395	0.11	0.00
3950	0.11	0.00
3951	0.05	0.00
3955	0.05	0.00
397-6557	0.05	0.00
397	0.05	0.14
3974	0.00	0.07
3982	0.05	0.00
399	0.05	0.07
39900	0.00	0.07
39a	0.05	0.00
39e	0.16	0.07
39ème	0.05	0.00
3a	0.11	0.00
³ª	0.16	0.00
³ª¹« ¼	0.05	0.00
3ans	0.05	0.00
3b	0.11	0.00
3c	0.21	0.00
3cm	0.05	0.00
3d	2.71	0.00
3é	0.16	0.00
3e	9.95	2.84
3éme	0.11	0.00
3eme	0.27	0.20
3ème	15.21	0.00
3èmes	0.16	0.00
3h	2.82	0.00
3h00	0.32	0.00
3h05	0.21	0.00
3h15	0.16	0.00
3h20	0.05	0.00
3h30	0.48	0.00
3h36	0.05	0.00
3h42	0.05	0.00
3h45	0.05	0.00
3j	0.05	0.00
3jours	0.05	0.00
3kg	0.05	0.00
3kg200	0.05	0.00
3km	0.21	0.00
3l	0.00	0.07
3m	0.16	0.00
3mn	0.05	0.00
3mois	0.05	0.00
3o	0.21	0.00
3oo	0.05	0.00
3p	0.05	0.00
3po	0.53	0.00
3rd	0.05	0.00
3t	0.05	0.00
3v	0.05	0.00
3x	0.05	0.07
3x15	0.05	0.00
3x4	0.11	0.00
4'	0.11	0.00
4- 1	0.00	0.07
4-	0.05	0.00
4-0	0.05	0.00
4-1	0.05	0.00
4-10	0.05	0.00
4-23	0.00	0.07
4-3-3-2	0.05	0.00
4-3	0.11	0.00
4-37	0.05	0.00
4-4	0.11	0.00
4-40	0.05	0.00
4-5-4-7-2	0.16	0.00
4-5-7-2	0.05	0.00
4-5620	0.05	0.00
4-6-3	0.05	0.00
4-6-9	0.05	0.00
4-6	0.05	0.00
4-7-2	0.05	0.00
4-7-3	0.05	0.00
4-7	0.05	0.07
4-b	0.05	0.00
4 0	0.05	0.00
4 000 000	0.05	0.00
4 000	2.07	0.00
4 051	0.00	0.07
4 1	0.37	0.00
4 100	0.05	0.00
4 200	0.11	0.00
4 256	0.05	0.00
4 2ème	0.05	0.00
4 400	0.05	0.00
4 500 000	0.00	0.07
4 500	0.16	0.20
4 700	0.16	0.00
4 800	0.05	0.00
4 834	0.05	0.00
4 970	0.05	0.00
4	105.90	30.74
4,00	0.00	0.07
4,000	0.16	0.00
4,05	0.05	0.00
4,2	0.11	0.14
4,20	0.11	0.00
4,25	0.11	0.00
4,3	0.27	0.00
4,4	0.05	0.00
4,45	0.05	0.00
4,5	0.32	0.07
4,50	0.16	0.07
4,500	0.05	0.00
4,52	0.05	0.00
4,6	0.11	0.00
4,600	0.05	0.00
4,70	0.05	0.00
4,8	0.11	0.00
4,80	0.05	0.00
4,9	0.05	0.00
4,95	0.05	0.00
4,99	0.16	0.00
4,995	0.05	0.00
4..	0.16	0.00
4..807	0.00	0.07
4..810	0.00	0.07
4.0	0.05	0.00
4.000	0.43	0.00
4.000.000	0.21	0.00
4.1	0.11	0.00
4.21	0.00	1.22
4.5	0.11	0.00
4.52	0.05	0.00
4.540.536.000	0.05	0.00
4.6	0.11	0.00
4.7	0.05	0.00
4.75	0.05	0.00
4.8	0.05	0.00
4/1	0.11	0.00
4/14	0.00	0.07
4/20	0.05	0.00
4/4	0.00	0.07
4/7	0.00	0.07
4°	0.16	0.00
4°c	0.05	0.00
4€	0.05	0.00
40'	0.05	0.00
40-15	0.11	0.00
40-41	0.05	0.00
40-42	0.00	0.07
40-45	0.05	0.07
40-60	0.05	0.00
40 000	1.65	0.14
40 11	0.05	0.00
40 320	0.00	0.07
40	39.20	9.53
40%	0.16	0.00
40,000	0.16	0.00
40,5	0.05	0.00
40,8	0.05	0.00
40. d	0.00	0.07
40.000	0.37	0.00
40.120.000	0.05	0.00
40.20.n	0.00	0.07
40.43	0.05	0.00
40.73.29	0.05	0.00
40.8	0.05	0.00
40°	0.21	0.00
400 000	1.44	0.47
400	13.51	1.28
400,00	0.05	0.00
400,000	0.16	0.00
400.000	0.16	0.00
400°	0.05	0.00
4000	3.03	0.61
40000	0.69	0.14
400000	0.11	0.07
4000000	0.05	0.00
400m	0.11	0.00
401	0.11	0.00
402	0.11	0.27
403	0.27	2.03
404 555 7332	0.05	0.00
404	0.32	1.15
404953-c	0.11	0.00
404953	0.05	0.00
405	0.48	0.27
405ème	0.05	0.00
406	0.43	0.14
407	0.05	0.00
4072	0.05	0.00
4077	0.05	0.00
4077e	0.05	0.00
4077ème	0.16	0.00
4079	0.05	0.00
408	0.16	0.00
409	0.27	0.00
40e	0.11	0.07
40ème	0.59	0.00
40m	0.05	0.00
41-05	0.05	0.00
41-42	0.00	0.07
41-a	0.05	0.00
41 000	0.05	0.00
41 1	0.16	0.00
41 16	0.05	0.00
41 5	0.11	0.00
41 7	0.05	0.00
41	3.35	3.18
41%s	0.05	0.00
41,5	0.11	0.00
41°	0.11	0.00
410	0.05	0.14
4107	0.05	0.00
411	0.16	0.07
411275	0.05	0.00
412	0.37	0.07
413	0.16	0.07
414	0.32	0.00
415	0.16	0.20
416-1920	0.05	0.00
416	0.11	0.00
417	0.16	0.00
418	0.05	0.07
41982	0.05	0.00
41e	0.11	0.00
41eme	0.05	0.00
41ème	0.05	0.00
42-07	0.00	0.14
42-14	0.05	0.00
42-399	0.05	0.00
42-43	0.00	0.07
42-k	0.05	0.00
42 000	0.16	0.00
42	7.13	3.38
42%	0.05	0.00
42,50	0.11	0.00
42,57	0.05	0.00
42. m	0.05	0.00
420 000	0.11	0.00
420	0.05	0.00
4200	0.05	0.07
421 5	0.05	0.00
421 75 96	0.05	0.00
421	0.05	0.54
4212e	0.05	0.00
422	0.11	0.07
423	0.05	0.00
424	0.11	0.00
4241	0.05	0.00
425 000	0.05	0.00
425	0.21	0.00
426	0.05	0.00
427	0.11	0.00
4281	0.00	0.07
42930	0.00	0.07
42e	0.32	0.27
42eme	0.05	0.00
42ème	0.37	0.00
42nd	0.05	0.00
43-44	0.00	0.20
43-54	0.00	0.07
43 000	0.21	0.00
43 700	0.05	0.00
43 77	0.00	0.07
43	3.78	2.50
43,3	0.16	0.00
43,3.43,6	0.05	0.00
430	0.16	0.14
4300	0.11	0.07
431 5997	0.05	0.00
431	0.11	0.07
432	0.21	0.07
4326	0.00	0.07
433	0.05	0.07
434	0.05	0.00
4343	0.05	0.00
435	0.05	0.00
435,3	0.00	0.07
436747-d	0.05	0.00
437	0.27	0.07
438 476	0.05	0.00
438	0.05	0.00
439	0.11	0.00
4392	0.05	0.00
4393	0.05	0.00
43e	0.16	0.00
43ème	0.16	0.00
44-45	0.00	0.27
44 1	0.21	0.00
44	5.90	5.68
44.35.e	0.00	0.07
